時間,首次離線時間,IP 位址,設備 ID,設備類型,位置,離線時長(秒)
2026-06-17 16:54:06,2026-06-17 16:04:00,172.22.178.145,3190-803,EQP,K25-8F 區網(178),3006
2026-06-17 16:54:06,2026-06-17 16:04:00,172.22.178.144,3190-803,EQP,K25-8F 區網(178),3006
2026-06-17 16:54:06,2026-06-17 16:04:00,172.22.178.143,3190-803,EQP,K25-8F 區網(178),3006
2026-06-17 16:54:06,2026-06-17 16:04:00,172.22.178.142,3190-802,EQP,K25-8F 區網(178),3006
2026-06-17 16:54:06,2026-06-17 16:04:00,172.22.178.223,3190-803 Unloader,EQP,K25-8F 區網(178),3006
2026-06-17 16:54:06,2026-06-17 16:04:00,172.22.178.221,3190-801 Unloader,EQP,K25-8F 區網(178),3006
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.171,4600-808,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.181,4600-811,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.161,4600-807,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.175,4600-814,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:04:00,172.22.178.47,2845-802,EQP,K25-8F 區網(178),3006
2026-06-17 16:54:06,2026-06-17 16:04:01,172.21.52.88,3800-L08,EQP,K11-6F 區網(52),3005
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.190,4600-810,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.184,4600-811,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.183,4600-811,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.182,4600-811,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.180,4600-814,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:04:00,172.22.178.213,3190-803 Loader,EQP,K25-8F 區網(178),3006
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.179,4600-814,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:04:25,172.21.54.103,2800-D13,EQP,K11-6F 區網(54),2981
2026-06-17 16:54:06,2026-06-17 16:05:14,172.22.102.86,3380-A55/A56,EQP,K22-8F 區網(102),2932
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.177,4600-814,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:05:14,172.22.102.88,3380-A57/A58,EQP,K22-8F 區網(102),2932
2026-06-17 16:54:06,2026-06-17 16:04:00,172.22.178.137,3190-802,EQP,K25-8F 區網(178),3006
2026-06-17 16:54:06,2026-06-17 16:04:00,172.22.178.135,3190-801,EQP,K25-8F 區網(178),3006
2026-06-17 16:54:06,2026-06-17 16:04:00,172.22.178.61,2880-801,EQP,K25-8F 區網(178),3006
2026-06-17 16:54:06,2026-06-17 16:04:00,172.22.178.134,3190-801,EQP,K25-8F 區網(178),3006
2026-06-17 16:54:06,2026-06-17 16:04:00,172.22.178.133,3190-801,EQP,K25-8F 區網(178),3006
2026-06-17 16:54:06,2026-06-17 16:04:00,172.22.178.132,3190-801,EQP,K25-8F 區網(178),3006
2026-06-17 16:54:06,2026-06-17 16:04:00,172.22.178.131,3190-801,EQP,K25-8F 區網(178),3006
2026-06-17 16:54:06,2026-06-17 16:04:00,172.22.178.123,2880-803_Clare,EQP,K25-8F 區網(178),3006
2026-06-17 16:54:06,2026-06-17 16:04:00,172.22.178.104,2890-804,EQP,K25-8F 區網(178),3006
2026-06-17 16:54:06,2026-06-17 16:04:00,172.22.178.222,3190-802 Unloader,EQP,K25-8F 區網(178),3006
2026-06-17 16:54:06,2026-06-17 16:04:00,172.22.178.103,2890-803,EQP,K25-8F 區網(178),3006
2026-06-17 16:54:06,2026-06-17 16:04:00,172.22.178.102,2890-802,EQP,K25-8F 區網(178),3006
2026-06-17 16:54:06,2026-06-17 16:04:00,172.22.178.101,2890-801,EQP,K25-8F 區網(178),3006
2026-06-17 16:54:06,2026-06-17 16:04:25,172.21.54.101,2800-D11,EQP,K11-6F 區網(54),2981
2026-06-17 16:54:06,2026-06-17 16:04:00,172.22.178.151,3190-804,EQP,K25-8F 區網(178),3006
2026-06-17 16:54:06,2026-06-17 16:04:25,172.21.54.102,2800-D12,EQP,K11-6F 區網(54),2981
2026-06-17 16:54:06,2026-06-17 16:04:00,172.22.178.50,2900SAA廠商PC,EQP,K25-8F 區網(178),3006
2026-06-17 16:54:06,2026-06-17 16:04:00,172.22.178.150,3190-804,EQP,K25-8F 區網(178),3006
2026-06-17 16:54:06,2026-06-17 16:04:00,172.22.178.138,3190-802,EQP,K25-8F 區網(178),3006
2026-06-17 16:54:06,2026-06-17 16:04:00,172.22.178.139,3190-802,EQP,K25-8F 區網(178),3006
2026-06-17 16:54:06,2026-06-17 16:04:00,172.22.178.140,3190-802,EQP,K25-8F 區網(178),3006
2026-06-17 16:54:06,2026-06-17 16:04:00,172.22.178.141,3190-802,EQP,K25-8F 區網(178),3006
2026-06-17 16:54:06,2026-06-17 16:05:14,172.22.102.94,3380-A63/A64,EQP,K22-8F 區網(102),2932
2026-06-17 16:54:06,2026-06-17 16:05:14,172.22.102.92,3380-A61/A62,EQP,K22-8F 區網(102),2932
2026-06-17 16:54:06,2026-06-17 16:05:14,172.22.102.90,3380-A59/A60,EQP,K22-8F 區網(102),2932
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.178,4600-814,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.176,4600-814,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:05:14,172.22.102.96,3380-A65/A66,EQP,K22-8F 區網(102),2932
2026-06-17 16:54:06,2026-06-17 16:46:28,172.22.27.80,2895-A04F,EQP,K21-5F 區網(27),458
2026-06-17 16:54:06,2026-06-17 16:46:28,172.22.27.91,2890-C02,EQP,K21-5F 區網(27),458
2026-06-17 16:54:06,2026-06-17 16:46:28,172.22.27.150,4500-C02F,EQP,K21-5F 區網(27),458
2026-06-17 16:54:06,2026-06-17 16:47:30,172.21.60.68,2400-28,EQP,K11-7F 區網(60),396
2026-06-17 16:54:06,2026-06-17 16:47:30,172.21.60.69,2400-29,EQP,K11-7F 區網(60),396
2026-06-17 16:54:06,2026-06-17 16:47:30,172.21.60.134,2400-15,EQP,K11-7F 區網(60),396
2026-06-17 16:54:06,2026-06-17 16:47:30,172.21.60.140,2400-17,EQP,K11-7F 區網(60),396
2026-06-17 16:54:06,2026-06-17 16:47:30,172.21.60.141,2400-17,EQP,K11-7F 區網(60),396
2026-06-17 16:54:06,2026-06-17 16:47:30,172.21.60.142,2400-18,EQP,K11-7F 區網(60),396
2026-06-17 16:54:06,2026-06-17 16:47:30,172.21.60.143,2400-18,EQP,K11-7F 區網(60),396
2026-06-17 16:54:06,2026-06-17 16:47:30,172.21.60.144,2400-18,EQP,K11-7F 區網(60),396
2026-06-17 16:54:06,2026-06-17 16:47:30,172.21.60.145,2400-19,EQP,K11-7F 區網(60),396
2026-06-17 16:54:06,2026-06-17 16:47:30,172.21.60.146,2400-19,EQP,K11-7F 區網(60),396
2026-06-17 16:54:06,2026-06-17 16:47:30,172.21.60.147,2400-19,EQP,K11-7F 區網(60),396
2026-06-17 16:54:06,2026-06-17 16:47:30,172.21.60.151,2400-21,EQP,K11-7F 區網(60),396
2026-06-17 16:54:06,2026-06-17 16:47:30,172.21.60.152,2400-21,EQP,K11-7F 區網(60),396
2026-06-17 16:54:06,2026-06-17 16:47:30,172.21.60.153,2400-21,EQP,K11-7F 區網(60),396
2026-06-17 16:54:06,2026-06-17 16:47:30,172.21.60.158,2400-23,EQP,K11-7F 區網(60),396
2026-06-17 16:54:06,2026-06-17 16:47:30,172.21.60.163,2400-25,EQP,K11-7F 區網(60),396
2026-06-17 16:54:06,2026-06-17 16:47:30,172.21.60.164,2400-25,EQP,K11-7F 區網(60),396
2026-06-17 16:54:06,2026-06-17 16:47:30,172.21.60.165,2400-25,EQP,K11-7F 區網(60),396
2026-06-17 16:54:06,2026-06-17 16:47:30,172.21.60.170,2400-27,EQP,K11-7F 區網(60),396
2026-06-17 16:54:06,2026-06-17 16:47:30,172.21.60.174,2400-28,EQP,K11-7F 區網(60),396
2026-06-17 16:54:06,2026-06-17 16:47:30,172.21.60.176,2400-29,EQP,K11-7F 區網(60),396
2026-06-17 16:54:06,2026-06-17 16:47:30,172.21.60.179,2400-30,EQP,K11-7F 區網(60),396
2026-06-17 16:54:06,2026-06-17 16:47:30,172.21.60.188,2400-33,EQP,K11-7F 區網(60),396
2026-06-17 16:54:06,2026-06-17 16:46:28,172.22.27.87,2880-C02,EQP,K21-5F 區網(27),458
2026-06-17 16:54:06,2026-06-17 16:46:20,172.25.45.167,3190-K10,EQP,K18-9F 區網(45),466
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.174,4600-814,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:45:33,172.21.28.71,3190-K06,EQP,K11-3F 區網(28),513
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.173,4600-814,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.186,4600-811,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.172,4600-814,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:04:25,172.21.54.158,2800-F08,EQP,K11-6F 區網(54),2981
2026-06-17 16:54:06,2026-06-17 16:04:00,172.22.178.73,2880-803,EQP,K25-8F 區網(178),3006
2026-06-17 16:54:06,2026-06-17 16:04:00,172.22.178.152,3190-804,EQP,K25-8F 區網(178),3006
2026-06-17 16:54:06,2026-06-17 16:04:00,172.22.178.153,3190-804,EQP,K25-8F 區網(178),3006
2026-06-17 16:54:06,2026-06-17 16:04:00,172.22.178.212,3190-802 Loader,EQP,K25-8F 區網(178),3006
2026-06-17 16:54:06,2026-06-17 16:04:00,172.22.178.211,3190-801 Loader,EQP,K25-8F 區網(178),3006
2026-06-17 16:54:06,2026-06-17 16:04:00,172.22.178.204,3101-802,EQP,K25-8F 區網(178),3006
2026-06-17 16:54:06,2026-06-17 16:04:00,172.22.178.203,3101-802,EQP,K25-8F 區網(178),3006
2026-06-17 16:54:06,2026-06-17 16:04:00,172.22.178.202,3101-801,EQP,K25-8F 區網(178),3006
2026-06-17 16:54:06,2026-06-17 16:04:00,172.22.178.201,3101-801,EQP,K25-8F 區網(178),3006
2026-06-17 16:54:06,2026-06-17 16:04:00,172.22.178.196,4507-8001,EQP,K25-8F 區網(178),3006
2026-06-17 16:54:06,2026-06-17 16:04:00,172.22.178.193,4507-8003,EQP,K25-8F 區網(178),3006
2026-06-17 16:54:06,2026-06-17 16:04:00,172.22.178.167,FE99-812,EQP,K25-8F 區網(178),3006
2026-06-17 16:54:06,2026-06-17 16:04:00,172.22.178.166,FE99-811,EQP,K25-8F 區網(178),3006
2026-06-17 16:54:06,2026-06-17 16:04:00,172.22.178.160,3190-805,EQP,K25-8F 區網(178),3006
2026-06-17 16:54:06,2026-06-17 16:04:00,172.22.178.159,3190-805,EQP,K25-8F 區網(178),3006
2026-06-17 16:54:06,2026-06-17 16:04:00,172.22.178.158,3190-805,EQP,K25-8F 區網(178),3006
2026-06-17 16:54:06,2026-06-17 16:04:00,172.22.178.157,3190-805,EQP,K25-8F 區網(178),3006
2026-06-17 16:54:06,2026-06-17 16:04:00,172.22.178.156,3190-805,EQP,K25-8F 區網(178),3006
2026-06-17 16:54:06,2026-06-17 16:04:00,172.22.178.155,3190-805,EQP,K25-8F 區網(178),3006
2026-06-17 16:54:06,2026-06-17 16:04:00,172.22.178.154,3190-804,EQP,K25-8F 區網(178),3006
2026-06-17 16:54:06,2026-06-17 16:35:24,172.22.103.36,3400-A63,EQP,K22-8F 區網(103),1122
2026-06-17 16:54:06,2026-06-17 16:04:00,172.22.178.121,2880-801_Clare,EQP,K25-8F 區網(178),3006
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.170,4600-808,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:05:20,172.21.84.136,5070-006,EQP,K11-10F 區網(84),2926
2026-06-17 16:54:06,2026-06-17 16:05:14,172.22.102.100,3380-A69/A70,EQP,K22-8F 區網(102),2932
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.194,4600-810,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.202,4600-809,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.201,4600-809,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.200,4600-809,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.199,4600-809,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.198,4600-810,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.197,4600-810,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.196,4600-810,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.195,4600-810,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.193,4600-810,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:04:01,172.21.52.125,3800-L05,EQP,K11-6F 區網(52),3005
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.192,4600-810,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.191,4600-810,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:04:00,172.22.178.224,3190-804 Unloader,EQP,K25-8F 區網(178),3006
2026-06-17 16:54:06,2026-06-17 16:04:00,172.22.90.22,3390第二套上貨區 PC,EQP,K22-5F 區網(90),3006
2026-06-17 16:54:06,2026-06-17 16:04:00,172.22.90.34,3400_9區,EQP,K22-5F 區網(90),3006
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.189,4600-811,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:04:01,172.21.52.89,3800-L09,EQP,K11-6F 區網(52),3005
2026-06-17 16:54:06,2026-06-17 16:04:01,172.21.52.87,3800-L07,EQP,K11-6F 區網(52),3005
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.203,4600-809,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.204,4600-809,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.205,4600-809,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.206,4600-809,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.167,4600-808,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.166,4600-808,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:05:14,172.22.102.98,3380-A67/A68,EQP,K22-8F 區網(102),2932
2026-06-17 16:54:06,2026-06-17 16:05:14,172.22.102.111,2899-N01,EQP,K22-8F 區網(102),2932
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.164,4600-808,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:04:56,172.22.67.160,2730-B46,EQP,K21-9F 區網(67),2950
2026-06-17 16:54:06,2026-06-17 16:05:20,172.21.84.135,5070-005,EQP,K11-10F 區網(84),2926
2026-06-17 16:54:06,2026-06-17 16:05:20,172.21.84.134,5070-004,EQP,K11-10F 區網(84),2926
2026-06-17 16:54:06,2026-06-17 16:05:20,172.21.84.133,5070-003,EQP,K11-10F 區網(84),2926
2026-06-17 16:54:06,2026-06-17 16:05:20,172.21.84.132,5070-002,EQP,K11-10F 區網(84),2926
2026-06-17 16:54:06,2026-06-17 16:05:20,172.21.84.131,5070-001,EQP,K11-10F 區網(84),2926
2026-06-17 16:54:06,2026-06-17 16:04:56,172.22.67.141,2730-B41,EQP,K21-9F 區網(67),2950
2026-06-17 16:54:06,2026-06-17 16:04:56,172.22.67.192,3600-B52C,EQP,K21-9F 區網(67),2950
2026-06-17 16:54:06,2026-06-17 16:04:56,172.22.67.156,2730-B45,EQP,K21-9F 區網(67),2950
2026-06-17 16:54:06,2026-06-17 16:04:56,172.22.67.158,3600-B45A,EQP,K21-9F 區網(67),2950
2026-06-17 16:54:06,2026-06-17 16:04:56,172.22.101.164,2895-A54,EQP,K22-8F 區網(101),2950
2026-06-17 16:54:06,2026-06-17 16:04:56,172.22.101.150,2895-A65F,EQP,K22-8F 區網(101),2950
2026-06-17 16:54:06,2026-06-17 16:04:56,172.22.67.100,2730-B75A,EQP,K21-9F 區網(67),2950
2026-06-17 16:54:06,2026-06-17 16:04:56,172.22.67.101,2730-B76,EQP,K21-9F 區網(67),2950
2026-06-17 16:54:06,2026-06-17 16:04:56,172.22.67.102,2730-B76,EQP,K21-9F 區網(67),2950
2026-06-17 16:54:06,2026-06-17 16:04:56,172.22.67.114,2730-B35,EQP,K21-9F 區網(67),2950
2026-06-17 16:54:06,2026-06-17 16:04:56,172.22.67.190,2730-B52,EQP,K21-9F 區網(67),2950
2026-06-17 16:54:06,2026-06-17 16:04:56,172.22.67.189,2730-B52,EQP,K21-9F 區網(67),2950
2026-06-17 16:54:06,2026-06-17 16:04:56,172.22.67.187,3600-B51A,EQP,K21-9F 區網(67),2950
2026-06-17 16:54:06,2026-06-17 16:04:56,172.22.67.186,3600-B51A,EQP,K21-9F 區網(67),2950
2026-06-17 16:54:06,2026-06-17 16:04:56,172.22.67.185,2730-B51,EQP,K21-9F 區網(67),2950
2026-06-17 16:54:06,2026-06-17 16:04:56,172.22.67.184,2730-B51,EQP,K21-9F 區網(67),2950
2026-06-17 16:54:06,2026-06-17 16:04:56,172.22.67.183,3600-B50B,EQP,K21-9F 區網(67),2950
2026-06-17 16:54:06,2026-06-17 16:04:56,172.22.67.182,3600-B50C,EQP,K21-9F 區網(67),2950
2026-06-17 16:54:06,2026-06-17 16:04:56,172.22.67.180,2730-B50,EQP,K21-9F 區網(67),2950
2026-06-17 16:54:06,2026-06-17 16:04:56,172.22.67.179,2730-B50,EQP,K21-9F 區網(67),2950
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.165,4600-808,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.163,4600-808,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.168,4600-808,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:04:01,172.21.52.112,3450-C06,EQP,K11-6F 區網(52),3005
2026-06-17 16:54:06,2026-06-17 16:04:01,172.21.52.109,3450-C11,EQP,K11-6F 區網(52),3005
2026-06-17 16:54:06,2026-06-17 16:04:01,172.21.52.108,3450-C12,EQP,K11-6F 區網(52),3005
2026-06-17 16:54:06,2026-06-17 16:04:01,172.21.52.107,3800-W08,EQP,K11-6F 區網(52),3005
2026-06-17 16:54:06,2026-06-17 16:04:01,172.21.52.106,3800-W06,EQP,K11-6F 區網(52),3005
2026-06-17 16:54:06,2026-06-17 16:04:01,172.21.52.98,3800-L18,EQP,K11-6F 區網(52),3005
2026-06-17 16:54:06,2026-06-17 16:04:01,172.21.52.97,3800-L17,EQP,K11-6F 區網(52),3005
2026-06-17 16:54:06,2026-06-17 16:04:01,172.21.52.96,3800-L16,EQP,K11-6F 區網(52),3005
2026-06-17 16:54:06,2026-06-17 16:04:01,172.21.52.94,3800-L14,EQP,K11-6F 區網(52),3005
2026-06-17 16:54:06,2026-06-17 16:04:01,172.21.52.83,3800-L03,EQP,K11-6F 區網(52),3005
2026-06-17 16:54:06,2026-06-17 16:04:01,172.21.52.82,3800-L02,EQP,K11-6F 區網(52),3005
2026-06-17 16:54:06,2026-06-17 16:04:01,172.21.52.81,3800-L01,EQP,K11-6F 區網(52),3005
2026-06-17 16:54:06,2026-06-17 16:04:01,172.21.52.80,3800 雷射清模機,EQP,K11-6F 區網(52),3005
2026-06-17 16:54:06,2026-06-17 16:04:01,172.21.52.63,3670-P01,EQP,K11-6F 區網(52),3005
2026-06-17 16:54:06,2026-06-17 16:04:00,172.22.90.35,3400_10區,EQP,K22-5F 區網(90),3006
2026-06-17 16:54:06,2026-06-17 16:04:01,172.21.52.62,3670-P01,EQP,K11-6F 區網(52),3005
2026-06-17 16:54:06,2026-06-17 16:04:01,172.21.52.61,3670-P01,EQP,K11-6F 區網(52),3005
2026-06-17 16:54:06,2026-06-17 16:04:01,172.21.52.60,3670-P01,EQP,K11-6F 區網(52),3005
2026-06-17 16:54:06,2026-06-17 16:04:01,172.21.52.59,3670-P01,EQP,K11-6F 區網(52),3005
2026-06-17 16:54:06,2026-06-17 16:04:01,172.21.52.58,3670-P01,EQP,K11-6F 區網(52),3005
2026-06-17 16:54:06,2026-06-17 16:04:01,172.21.52.57,3670-P01,EQP,K11-6F 區網(52),3005
2026-06-17 16:54:06,2026-06-17 16:04:01,172.21.52.56,Dec-70,EQP,K11-6F 區網(52),3005
2026-06-17 16:54:06,2026-06-17 16:04:01,172.21.52.54,Oct-70,EQP,K11-6F 區網(52),3005
2026-06-17 16:54:06,2026-06-17 16:04:01,172.21.52.53,Sep-70,EQP,K11-6F 區網(52),3005
2026-06-17 16:54:06,2026-06-17 16:04:01,172.21.52.52,Aug-70,EQP,K11-6F 區網(52),3005
2026-06-17 16:54:06,2026-06-17 16:04:01,172.21.52.51,Jul-70,EQP,K11-6F 區網(52),3005
2026-06-17 16:54:06,2026-06-17 16:04:01,172.21.52.110,3450-C02,EQP,K11-6F 區網(52),3005
2026-06-17 16:54:06,2026-06-17 16:04:01,172.21.52.113,3450-D01,EQP,K11-6F 區網(52),3005
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.187,4600-811,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:04:01,172.21.52.114,3450-315,EQP,K11-6F 區網(52),3005
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.188,4600-811,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:04:00,172.22.178.46,2845-801,EQP,K25-8F 區網(178),3006
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.211,4600-AGV車,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:04:01,172.21.52.90,3800-L10,EQP,K11-6F 區網(52),3005
2026-06-17 16:54:06,2026-06-17 16:04:01,172.21.52.72,3670-802,EQP,K11-6F 區網(52),3005
2026-06-17 16:54:06,2026-06-17 16:04:00,172.22.90.92,3400-C112,EQP,K22-5F 區網(90),3006
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.212,4600-AGV車,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.210,4600-AGV車,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.209,4600-AGV車,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.208,4600-AGV車,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.207,4600-809,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:04:01,172.21.52.124,3800-L05,EQP,K11-6F 區網(52),3005
2026-06-17 16:54:06,2026-06-17 16:04:01,172.21.52.85,3800-L05,EQP,K11-6F 區網(52),3005
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.169,4600-808,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:04:01,172.21.52.118,3800-L02,EQP,K11-6F 區網(52),3005
2026-06-17 16:54:06,2026-06-17 16:04:01,172.21.52.128,3800-L07,EQP,K11-6F 區網(52),3005
2026-06-17 16:54:06,2026-06-17 16:04:01,172.21.52.86,3800-L06,EQP,K11-6F 區網(52),3005
2026-06-17 16:54:06,2026-06-17 16:04:01,172.21.52.122,3800-L04,EQP,K11-6F 區網(52),3005
2026-06-17 16:54:06,2026-06-17 16:04:00,172.22.90.93,3400-C113,EQP,K22-5F 區網(90),3006
2026-06-17 16:54:06,2026-06-17 16:04:00,172.22.90.94,3400-C114,EQP,K22-5F 區網(90),3006
2026-06-17 16:54:06,2026-06-17 16:04:01,172.21.52.123,3800-L04,EQP,K11-6F 區網(52),3005
2026-06-17 16:54:06,2026-06-17 16:04:01,172.21.52.121,3800-L03,EQP,K11-6F 區網(52),3005
2026-06-17 16:54:06,2026-06-17 16:04:01,172.21.52.120,3800-L03,EQP,K11-6F 區網(52),3005
2026-06-17 16:54:06,2026-06-17 16:04:01,172.21.52.116,3800-L01,EQP,K11-6F 區網(52),3005
2026-06-17 16:54:06,2026-06-17 16:04:01,172.21.52.84,3800-L04,EQP,K11-6F 區網(52),3005
2026-06-17 16:54:06,2026-06-17 16:04:23,172.22.65.61,4600-B01,EQP,K21-9F 區網(65),2983
2026-06-17 16:54:06,2026-06-17 16:04:23,172.22.65.62,4600-B02,EQP,K21-9F 區網(65),2983
2026-06-17 16:54:06,2026-06-17 16:04:23,172.22.65.65,4600-B05,EQP,K21-9F 區網(65),2983
2026-06-17 16:54:06,2026-06-17 16:04:47,172.22.182.64,4950-9002,EQP,K25-9F 區網(182),2959
2026-06-17 16:54:06,2026-06-17 16:04:47,172.22.182.66,4950-9003,EQP,K25-9F 區網(182),2959
2026-06-17 16:54:06,2026-06-17 16:04:46,172.21.78.153,4950-A03,EQP,K11-9F 區網(78),2960
2026-06-17 16:54:06,2026-06-17 16:04:47,172.22.182.45,3910-9005,EQP,K25-9F 區網(182),2959
2026-06-17 16:54:06,2026-06-17 16:04:46,172.21.78.171,4850-807,EQP,K11-9F 區網(78),2960
2026-06-17 16:54:06,2026-06-17 16:04:46,172.21.78.117,4850-807,EQP,K11-9F 區網(78),2960
2026-06-17 16:54:06,2026-06-17 16:04:47,172.22.182.42,3910-9002,EQP,K25-9F 區網(182),2959
2026-06-17 16:54:06,2026-06-17 16:04:46,172.21.78.116,4850-806,EQP,K11-9F 區網(78),2960
2026-06-17 16:54:06,2026-06-17 16:04:46,172.21.78.114,4950-938,EQP,K11-9F 區網(78),2960
2026-06-17 16:54:06,2026-06-17 16:04:46,172.21.78.112,4950-937,EQP,K11-9F 區網(78),2960
2026-06-17 16:54:06,2026-06-17 16:04:46,172.21.78.110,4950-936,EQP,K11-9F 區網(78),2960
2026-06-17 16:54:06,2026-06-17 16:04:46,172.21.78.108,4950-935,EQP,K11-9F 區網(78),2960
2026-06-17 16:54:06,2026-06-17 16:04:46,172.21.78.106,4950-909,EQP,K11-9F 區網(78),2960
2026-06-17 16:54:06,2026-06-17 16:04:46,172.21.78.104,4950-910,EQP,K11-9F 區網(78),2960
2026-06-17 16:54:06,2026-06-17 16:04:46,172.21.78.102,4950-919,EQP,K11-9F 區網(78),2960
2026-06-17 16:54:06,2026-06-17 16:04:46,172.21.78.98,4950-903,EQP,K11-9F 區網(78),2960
