時間,首次離線時間,IP 位址,設備 ID,設備類型,位置,離線時長(秒)
2026-06-17 16:54:06,2026-06-17 16:04:00,172.22.90.77,3400-C97,EQP,K22-5F 區網(90),3006
2026-06-17 16:54:06,2026-06-17 16:04:00,172.22.90.76,3400-C96,EQP,K22-5F 區網(90),3006
2026-06-17 16:54:06,2026-06-17 16:04:00,172.22.90.135,3400-C65,EQP,K22-5F 區網(90),3006
2026-06-17 16:54:06,2026-06-17 16:03:43,172.22.89.82,3800-C51,EQP,K22-5F 區網(89),3023
2026-06-17 16:54:06,2026-06-17 16:04:00,172.22.90.137,3400-C67,EQP,K22-5F 區網(90),3006
2026-06-17 16:54:06,2026-06-17 16:04:01,172.21.52.47,Mar-70,EQP,K11-6F 區網(52),3005
2026-06-17 16:54:06,2026-06-17 16:04:00,172.22.90.140,3400-C70,EQP,K22-5F 區網(90),3006
2026-06-17 16:54:06,2026-06-17 16:04:01,172.21.52.45,Jan-70,EQP,K11-6F 區網(52),3005
2026-06-17 16:54:06,2026-06-17 16:04:01,172.21.52.42,3670-601,EQP,K11-6F 區網(52),3005
2026-06-17 16:54:06,2026-06-17 16:04:01,172.21.52.41,3670-601,EQP,K11-6F 區網(52),3005
2026-06-17 16:54:06,2026-06-17 16:04:00,172.22.90.164,3400-C74,EQP,K22-5F 區網(90),3006
2026-06-17 16:54:06,2026-06-17 16:47:30,172.21.60.197,2400-36,EQP,K11-7F 區網(60),396
2026-06-17 16:54:06,2026-06-17 16:47:30,172.21.60.200,2400-37,EQP,K11-7F 區網(60),396
2026-06-17 16:54:06,2026-06-17 16:47:30,172.21.60.209,2400-40,EQP,K11-7F 區網(60),396
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.43,DRYROOM-MSTK2,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.45,WIP-MSTK3460,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.46,WIP-CSTK2340,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.47,WIP-CSTK2400,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.48,CFM-CSTK,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.49,3414-TEMPA,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.50,3414-TEMPB,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.51,3418-TEMPA,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.52,3418-TEMPB,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.53,3418-TEMPC,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.54,3418-TEMPD,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.55,3418-TEMPE,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.56,3418-TEMPF,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.57,3380-TEMPA,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.58,3380-TEMPB,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.59,3380-TEMPC,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.60,3380-TEMPD,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.61,3380-TEMPE,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.62,3380-TEMPF,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.63,3400-A01,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.64,3400-A02,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.65,3400-A03,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.66,3400-A04,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.71,FLP TFLPF02_L,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.72,FLP TFLPF02_R,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.95,2880 QSCAN01_01L,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.44,WIP-MSTK3380,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.42,DRYROOM-MSTK1,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.97,2880 QSCAN01_03L,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.41,CFM-MSTK,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.15,3414-TEMPB-2,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.16,3414-TEMPB-3,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.17,3418-TEMPA-1,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.18,3418-TEMPA-2,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.19,3418-TEMPA-3,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.20,3418-TEMPB-1,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.21,3418-TEMPB-2,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.22,3418-TEMPB-3,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.23,3418-TEMPC-1,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.24,3418-TEMPC-2,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.25,3418-TEMPC-3,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.26,3418-TEMPD-1,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.27,3418-TEMPD-2,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.28,3418-TEMPD-3,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.29,3418-TEMPE-1,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.30,3418-TEMPE-2,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.31,3418-TEMPE-3,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.32,3418-TEMPF-1,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.33,3418-TEMPF-2,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.34,3418-TEMPF-3,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.35,3380-TEMPA-1,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.36,3380-TEMPA-2,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.37,3380-TEMPA-3,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.39,3380-TEMPB-2,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.40,3380-TEMPB-3,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.96,2880 QSCAN01_01R,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.98,2880 QSCAN01_03R,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.13,3414-TEMPA-3,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.170,3380-TEMPC-2,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.172,3380-TEMPD-1,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.173,3380-TEMPD-2,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.174,3380-TEMPD-3,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.175,3380-TEMPE-1,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.176,3380-TEMPE-2,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.177,3380-TEMPE-3,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.178,3380-TEMPF-1,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.179,3380-TEMPF-2,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.180,3380-TEMPF-3,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.183,DRYROOM-MSTK1_L,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.184,DRYROOM-MSTK1_R,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.187,WIP-MSTK3380_L,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.188,WIP-MSTK3380_R,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.201,CFM-MSTK-1,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.202,CFM-MSTK-2,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.203,CFM-MSTK-3,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.204,DRYROOM-MSTK1-1,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.205,DRYROOM-MSTK1-2,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.206,DRYROOM-MSTK1-3,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.207,DRYROOM-MSTK2-1,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.208,DRYROOM-MSTK2-2,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.209,DRYROOM-MSTK2-3,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.210,WIP-MSTK3380-1,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.211,WIP-MSTK3380-2,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.212,WIP-MSTK3380-3,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.171,3380-TEMPC-3,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.169,3380-TEMPC-1,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.135,3380 DSCAN01_01L,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.166,4600 LSCAN01_03R,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.136,3380 DSCAN01_01R,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.137,3380 DSCAN01_03L,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.138,3380 DSCAN01_03R,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.139,3380 HSCAN01_01L,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.140,3380 HSCAN01_01R,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.141,3380 HSCAN01_03L,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.142,3380 HSCAN01_03R,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.147,3100 ASCAN01_01L,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.148,3100 ASCAN01_01R,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.149,3100 ASCAN01_03L,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.150,3100 ASCAN01_03R,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.151,3600 DSCAN01_01L,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.152,3600 DSCAN01_01R,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.153,3600 DSCAN01_03L,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.154,3600 DSCAN01_03R,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.155,4600 ASCAN01_01L,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.156,4600 ASCAN01_01R,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.157,4600 ASCAN01_03L,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.158,4600 ASCAN01_03R,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.159,4600 HSCAN01_01L,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.160,4600 HSCAN01_01R,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.161,4600 HSCAN01_03L,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.162,4600 HSCAN01_03R,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.163,4600 LSCAN01_01L,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.165,4600 LSCAN01_03L,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.14,3414-TEMPB-1,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.12,3414-TEMPA-2,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.214,WIP-MSTK3460-2,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:14,172.22.62.110,3400-A25,EQP,K21-8F 區網(62),352
2026-06-17 16:54:06,2026-06-17 16:48:14,172.22.62.112,3400-A26,EQP,K21-8F 區網(62),352
2026-06-17 16:54:06,2026-06-17 16:48:14,172.22.62.118,3400-AU1,EQP,K21-8F 區網(62),352
2026-06-17 16:54:06,2026-06-17 16:48:14,172.22.62.119,3400-AU2,EQP,K21-8F 區網(62),352
2026-06-17 16:54:06,2026-06-17 16:48:14,172.22.62.120,3400-AU2,EQP,K21-8F 區網(62),352
2026-06-17 16:54:06,2026-06-17 16:48:14,172.22.62.125,2930-U01,EQP,K21-8F 區網(62),352
2026-06-17 16:54:06,2026-06-17 16:48:14,172.22.62.132,2890-U02,EQP,K21-8F 區網(62),352
2026-06-17 16:54:06,2026-06-17 16:48:14,172.22.62.141,3400-A01,EQP,K21-8F 區網(62),352
2026-06-17 16:54:06,2026-06-17 16:48:14,172.22.62.142,3400-A02,EQP,K21-8F 區網(62),352
2026-06-17 16:54:06,2026-06-17 16:48:14,172.22.62.143,3400-A03,EQP,K21-8F 區網(62),352
2026-06-17 16:54:06,2026-06-17 16:48:14,172.22.62.144,3400-A04,EQP,K21-8F 區網(62),352
2026-06-17 16:54:06,2026-06-17 16:48:14,172.22.62.145,3400-A05,EQP,K21-8F 區網(62),352
2026-06-17 16:54:06,2026-06-17 16:48:14,172.22.62.146,3400-A06,EQP,K21-8F 區網(62),352
2026-06-17 16:54:06,2026-06-17 16:48:14,172.22.62.147,3400-A07,EQP,K21-8F 區網(62),352
2026-06-17 16:54:06,2026-06-17 16:48:14,172.22.62.148,3400-A08,EQP,K21-8F 區網(62),352
2026-06-17 16:54:06,2026-06-17 16:48:14,172.22.62.149,3400-A09,EQP,K21-8F 區網(62),352
2026-06-17 16:54:06,2026-06-17 16:48:14,172.22.62.150,3400-A10,EQP,K21-8F 區網(62),352
2026-06-17 16:54:06,2026-06-17 16:48:14,172.22.62.151,3400-A11,EQP,K21-8F 區網(62),352
2026-06-17 16:54:06,2026-06-17 16:48:14,172.22.62.152,3400-A12,EQP,K21-8F 區網(62),352
2026-06-17 16:54:06,2026-06-17 16:48:14,172.22.62.153,3400-A13,EQP,K21-8F 區網(62),352
2026-06-17 16:54:06,2026-06-17 16:48:14,172.22.62.154,3400-A14,EQP,K21-8F 區網(62),352
2026-06-17 16:54:06,2026-06-17 16:48:14,172.22.62.155,3400-A15,EQP,K21-8F 區網(62),352
2026-06-17 16:54:06,2026-06-17 16:48:14,172.22.62.156,3400-A16,EQP,K21-8F 區網(62),352
2026-06-17 16:54:06,2026-06-17 16:48:14,172.22.62.192,3400-AU1,EQP,K21-8F 區網(62),352
2026-06-17 16:54:06,2026-06-17 16:48:14,172.22.62.193,3400-AU1,EQP,K21-8F 區網(62),352
2026-06-17 16:54:06,2026-06-17 16:48:14,172.22.62.194,3400-AU2,EQP,K21-8F 區網(62),352
2026-06-17 16:54:06,2026-06-17 16:48:14,172.22.62.111,3400-A26,EQP,K21-8F 區網(62),352
2026-06-17 16:54:06,2026-06-17 16:48:14,172.22.62.108,3400-A24,EQP,K21-8F 區網(62),352
2026-06-17 16:54:06,2026-06-17 16:48:14,172.22.62.196,3400-AU3,EQP,K21-8F 區網(62),352
2026-06-17 16:54:06,2026-06-17 16:48:14,172.22.62.107,3400-A24,EQP,K21-8F 區網(62),352
2026-06-17 16:54:06,2026-06-17 16:48:14,172.22.62.72,3400-A06,EQP,K21-8F 區網(62),352
2026-06-17 16:54:06,2026-06-17 16:48:14,172.22.62.73,3400-A07,EQP,K21-8F 區網(62),352
2026-06-17 16:54:06,2026-06-17 16:48:14,172.22.62.74,3400-A07,EQP,K21-8F 區網(62),352
2026-06-17 16:54:06,2026-06-17 16:48:14,172.22.62.76,3400-A08T,EQP,K21-8F 區網(62),352
2026-06-17 16:54:06,2026-06-17 16:48:14,172.22.62.78,3400-A09,EQP,K21-8F 區網(62),352
2026-06-17 16:54:06,2026-06-17 16:48:14,172.22.62.79,3400-A10,EQP,K21-8F 區網(62),352
2026-06-17 16:54:06,2026-06-17 16:48:14,172.22.62.80,3400-A10,EQP,K21-8F 區網(62),352
2026-06-17 16:54:06,2026-06-17 16:48:14,172.22.62.82,3400-A11,EQP,K21-8F 區網(62),352
2026-06-17 16:54:06,2026-06-17 16:48:14,172.22.62.84,3400-A12,EQP,K21-8F 區網(62),352
2026-06-17 16:54:06,2026-06-17 16:48:14,172.22.62.86,3400-A13T,EQP,K21-8F 區網(62),352
2026-06-17 16:54:06,2026-06-17 16:48:14,172.22.62.87,3400-A14,EQP,K21-8F 區網(62),352
2026-06-17 16:54:06,2026-06-17 16:48:14,172.22.62.88,3400-A14,EQP,K21-8F 區網(62),352
2026-06-17 16:54:06,2026-06-17 16:48:14,172.22.62.90,3400-A15,EQP,K21-8F 區網(62),352
2026-06-17 16:54:06,2026-06-17 16:48:14,172.22.62.92,3400-A16,EQP,K21-8F 區網(62),352
2026-06-17 16:54:06,2026-06-17 16:48:14,172.22.62.93,3400-A17T,EQP,K21-8F 區網(62),352
2026-06-17 16:54:06,2026-06-17 16:48:14,172.22.62.94,3400-A17T,EQP,K21-8F 區網(62),352
2026-06-17 16:54:06,2026-06-17 16:48:14,172.22.62.96,3400-A18T,EQP,K21-8F 區網(62),352
2026-06-17 16:54:06,2026-06-17 16:48:14,172.22.62.98,3400-A19,EQP,K21-8F 區網(62),352
2026-06-17 16:54:06,2026-06-17 16:48:14,172.22.62.99,3400-A20,EQP,K21-8F 區網(62),352
2026-06-17 16:54:06,2026-06-17 16:48:14,172.22.62.100,3400-A20,EQP,K21-8F 區網(62),352
2026-06-17 16:54:06,2026-06-17 16:48:14,172.22.62.101,3400-A21T,EQP,K21-8F 區網(62),352
2026-06-17 16:54:06,2026-06-17 16:48:14,172.22.62.102,3400-A21T,EQP,K21-8F 區網(62),352
2026-06-17 16:54:06,2026-06-17 16:48:14,172.22.62.103,3400-A22T,EQP,K21-8F 區網(62),352
2026-06-17 16:54:06,2026-06-17 16:48:14,172.22.62.104,3400-A22T,EQP,K21-8F 區網(62),352
2026-06-17 16:54:06,2026-06-17 16:48:14,172.22.62.106,3400-A23T,EQP,K21-8F 區網(62),352
2026-06-17 16:54:06,2026-06-17 16:48:14,172.22.62.195,3400-AU2,EQP,K21-8F 區網(62),352
2026-06-17 16:54:06,2026-06-17 16:48:14,172.22.62.197,3400-AU3,EQP,K21-8F 區網(62),352
2026-06-17 16:54:06,2026-06-17 16:48:23,172.25.55.11,3414-TEMPA-1,EQP,K18-11F 區(55),343
2026-06-17 16:54:06,2026-06-17 16:48:16,172.21.67.62,3910-812,EQP,K11-8F 區網(67),350
2026-06-17 16:54:06,2026-06-17 16:48:16,172.21.67.64,3910-814,EQP,K11-8F 區網(67),350
2026-06-17 16:54:06,2026-06-17 16:48:16,172.21.67.65,3910-815,EQP,K11-8F 區網(67),350
2026-06-17 16:54:06,2026-06-17 16:48:16,172.21.67.66,3910-816,EQP,K11-8F 區網(67),350
2026-06-17 16:54:06,2026-06-17 16:48:16,172.21.67.67,3910-817,EQP,K11-8F 區網(67),350
2026-06-17 16:54:06,2026-06-17 16:48:16,172.21.67.68,3910-818,EQP,K11-8F 區網(67),350
2026-06-17 16:54:06,2026-06-17 16:48:16,172.21.67.69,3910-819,EQP,K11-8F 區網(67),350
2026-06-17 16:54:06,2026-06-17 16:48:16,172.21.67.71,3910-821,EQP,K11-8F 區網(67),350
2026-06-17 16:54:06,2026-06-17 16:48:16,172.21.67.72,3910-822,EQP,K11-8F 區網(67),350
2026-06-17 16:54:06,2026-06-17 16:48:16,172.21.67.73,3910-823,EQP,K11-8F 區網(67),350
2026-06-17 16:54:06,2026-06-17 16:48:16,172.21.67.75,3910-825,EQP,K11-8F 區網(67),350
2026-06-17 16:54:06,2026-06-17 16:48:16,172.21.67.85,3260-A05/A06,EQP,K11-8F 區網(67),350
2026-06-17 16:54:06,2026-06-17 16:48:16,172.21.67.86,3260-A05/A06,EQP,K11-8F 區網(67),350
2026-06-17 16:54:06,2026-06-17 16:48:16,172.21.67.106,3260-801/802,EQP,K11-8F 區網(67),350
2026-06-17 16:54:06,2026-06-17 16:48:16,172.21.67.107,3260-801/802,EQP,K11-8F 區網(67),350
2026-06-17 16:54:06,2026-06-17 16:48:16,172.21.67.108,3260-803/804,EQP,K11-8F 區網(67),350
2026-06-17 16:54:06,2026-06-17 16:48:16,172.21.67.109,3260-803/804,EQP,K11-8F 區網(67),350
2026-06-17 16:54:06,2026-06-17 16:48:16,172.21.67.110,3260-805/4110-807,EQP,K11-8F 區網(67),350
2026-06-17 16:54:06,2026-06-17 16:48:16,172.21.67.111,3260-805/4110-807,EQP,K11-8F 區網(67),350
2026-06-17 16:54:06,2026-06-17 16:48:16,172.21.67.174,4110-A13/A14,EQP,K11-8F 區網(67),350
2026-06-17 16:54:06,2026-06-17 16:48:16,172.21.67.179,4110-A19/A20,EQP,K11-8F 區網(67),350
2026-06-17 16:54:06,2026-06-17 16:48:16,172.21.67.180,4110-A19/A20,EQP,K11-8F 區網(67),350
2026-06-17 16:54:06,2026-06-17 16:48:16,172.21.67.181,4110-A21/A22,EQP,K11-8F 區網(67),350
2026-06-17 16:54:06,2026-06-17 16:48:16,172.21.67.182,4110-A21/A22,EQP,K11-8F 區網(67),350
2026-06-17 16:54:06,2026-06-17 16:48:16,172.21.67.193,4110-803/804,EQP,K11-8F 區網(67),350
2026-06-17 16:54:06,2026-06-17 16:48:16,172.21.67.196,4110-805/806,EQP,K11-8F 區網(67),350
2026-06-17 16:54:06,2026-06-17 16:48:16,172.21.67.63,3910-813,EQP,K11-8F 區網(67),350
2026-06-17 16:54:06,2026-06-17 16:48:16,172.21.67.61,3910-811,EQP,K11-8F 區網(67),350
2026-06-17 16:54:06,2026-06-17 16:48:14,172.22.62.201,3400_1區,EQP,K21-8F 區網(62),352
2026-06-17 16:54:06,2026-06-17 16:48:16,172.21.67.60,3910-810,EQP,K11-8F 區網(67),350
2026-06-17 16:54:06,2026-06-17 16:48:14,172.22.62.202,3400_2區,EQP,K21-8F 區網(62),352
2026-06-17 16:54:06,2026-06-17 16:48:14,172.22.62.203,3400_3區,EQP,K21-8F 區網(62),352
2026-06-17 16:54:06,2026-06-17 16:48:14,172.22.62.204,3400_4區,EQP,K21-8F 區網(62),352
2026-06-17 16:54:06,2026-06-17 16:48:14,172.22.62.206,3400_6區,EQP,K21-8F 區網(62),352
2026-06-17 16:54:06,2026-06-17 16:48:14,172.22.62.211,3390-A01,EQP,K21-8F 區網(62),352
2026-06-17 16:54:06,2026-06-17 16:48:14,172.22.62.212,3390-A01,EQP,K21-8F 區網(62),352
2026-06-17 16:54:06,2026-06-17 16:48:14,172.22.62.213,3390-A01,EQP,K21-8F 區網(62),352
2026-06-17 16:54:06,2026-06-17 16:48:14,172.22.62.214,3390-A01,EQP,K21-8F 區網(62),352
2026-06-17 16:54:06,2026-06-17 16:48:14,172.22.62.216,3390-A02,EQP,K21-8F 區網(62),352
2026-06-17 16:54:06,2026-06-17 16:48:14,172.22.62.217,3390-A02,EQP,K21-8F 區網(62),352
2026-06-17 16:54:06,2026-06-17 16:48:14,172.22.62.218,3390-A02,EQP,K21-8F 區網(62),352
2026-06-17 16:54:06,2026-06-17 16:48:14,172.22.62.219,3390-A02,EQP,K21-8F 區網(62),352
2026-06-17 16:54:06,2026-06-17 16:48:16,172.21.67.4,3260SAA廠商PC,EQP,K11-8F 區網(67),350
2026-06-17 16:54:06,2026-06-17 16:48:16,172.21.67.15,4507SAA廠商PC,EQP,K11-8F 區網(67),350
2026-06-17 16:54:06,2026-06-17 16:48:16,172.21.67.26,3910-806,EQP,K11-8F 區網(67),350
2026-06-17 16:54:06,2026-06-17 16:48:16,172.21.67.42,3910-822,EQP,K11-8F 區網(67),350
